Compound,Life_extended,CAS Number,SMILES,PubChem_Common_Name,PubChem_CID
,0,,NC(=O)COc1c(F)cc(SCCNS(=O)(=O)c2ccccc2)cc1F,141286-78-4,6603828
,0,,O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21,93718-83-3,262093
,0,,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCCOC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,156547-56-7,133012
,0,,CC(=O)NC(C(=O)O)C(C)(C)SN=O,67776-06-1,5231
,0,,NC(CCC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(=O)O,S-Nitrosoglutathion,3514
,0,,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,suramin,5361
,0,,O=C(Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)c1)Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)c1,NF 023,4466
,0,,Cc1nc(N=Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c(COP(=O)(O)O)c(C=O)c1O,ppads,4881
,0,,Cn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2n(C)c1=O,8-(p-Sulfophenyl)theophylline,1908
,0,,CCCn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2n(CCC)c1=O,"1,3-Dipropyl-8-p-sulfophenylxanthine",1330
,0,,C=CCn1c(=O)c2c(nc(-c3ccc(S(=O)(=O)O)cc3)n2C)n(C)c1=O,149981-25-9,1365
,0,,O=S(=O)(O)C1CCNCC1,piperidine-4-sulfonic acid,4838
,0,,NCCCS(=O)(=O)O,Homotaurine,1646
,0,,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,Tauroallocholic acid,5247
,0,,NC(CCC(=O)NCS(=O)(=O)O)C(=O)O,SCHEMBL9174707,2935
,0,,NC(C[S+]([O-])O)C(=O)O,3-sulfinoalanine,109
,0,,NCC[S+]([O-])O,hypotaurine,107812
,0,,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,"10,13-DIMETHYL-17-OXO-3-SULFOOXY-1,2,3,4,7,8,9,11,12,14,15,16-DODECAHYDROCYCLOPENTA[A]PHENANTHRENE",5244
,0,,COc1cc(C(O)CO)ccc1OS(=O)(=O)O,3415-67-6,4183
,0,,NCCCNCCSP(=O)(O)O,amifostine,2141
,0,,CCN(CC)C(=S)SSC(=S)N(CC)CC,disulfiram,3117
,0,,CC(C)CC(N)CSSCC(N)CC(C)C,1-[(2-amino-4-methylpentyl)disulfanyl]-4-methylpentan-2-amine,11638614
,0,,CCN1C(=CC(C)=O)Sc2ccc(OC)cc21,300801-52-9,647991
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(N)=S,Tyrphostin AG 213,3034797
,0,,CC(C)(C)c1cc(C=C(C#N)C(N)=S)cc(C(C)(C)C)c1O,CBiol_001931,3036144
,0,,NC(=S)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])O)C3O)C(O)C2O)c1,,
,0,,NC(=S)NCCCC(N)C(=O)O,Lopac0_001244,3353976
,0,,Oc1ccc(Cn2cc[nH]c2=S)cc1,1-(4-Hydroxybenzyl)imidazole-2-thiol,3035523
,0,,O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,diacylglycerol kinase inhibitor ii,657356
,0,,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,piroxicam,54676228
,0,,CC1CCN=C(N)S1,1121-91-1,1534
,0,,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,DTXSID40860706,2626
,0,,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,Cefradin,2673
,0,,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,108260-04-4,2666
,0,,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1,Cephalosporine,2669
,0,,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,cephaprin,2616
,0,,CCC1SC2(CCN(C)CC2)NC1=O,AF267,11528611
,0,,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C3SC2)cc1,CHEMBL4302942,76543051
,0,,C=CC(C)=CC1(C)SC(=O)C(C)=C1O,SCHEMBL4325369,135479126
,0,,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,meloxicam,54677470
,0,,CC(=O)Nc1nnc(S(N)(=O)=O)s1,acetazolamide,1986
,0,,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,"3-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanylmethyl]-8-oxo-7-[[2-(tetrazol-1-yl)acetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",2618
,0,,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1,151488-11-8,6603900
,0,,CC1OC(C[N+](C)(C)C)CS1,Mdmamot,4606
,0,,COc1cccc(OC)c1OCCNCC1CSc2ccccc2O1,Benoxathian,2325
,0,,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,ritanserin,5074
,0,,CC[n+]1c(C=CC=C2N(C)c3ccccc3C2(C)C)sc2ccccc21,GNF-Pf-1002,2859122
,0,,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,Thiothixene [USAN:USP],5454
,0,,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,ketotifen,3827
,0,,Cc1sc2ccccc2c1CC1=NCCN1,METIZOLINE,28688
,0,,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,triflupromazine,5568
,0,,CN(C)CCCN1c2ccccc2Sc2ccccc21,promazine,4926
,0,,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,trifluoperazine,5566
,0,,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,Dilacor XR,3076
,0,,COc1cccc2c1C1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)CC1CO2,CHEMBL5275957,18796887
,0,,CC#CCOC(=O)c1c(C)nc2sc3c(c2c1N)CCC(O)C3,SB 205384,197690
,0,,Nc1nc2ccc(OC(F)(F)F)cc2s1,riluzole,5070
,0,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,Cefotaxime acid,2632
,0,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,SCHEMBL5594993,2657
,0,,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,Telenzepine,5387
,0,,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,nocodazole,4122
,0,,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,481649-28-9,2612
,0,,CN(C)CCN(Cc1cccs1)c1ccccn1,methapyrilene,4098
,0,,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,1-[5-(thiophen-2-ylmethoxy)-1H-indol-3-yl]propan-2-amine,4284720
,0,,Cc1cccc(C)c1NC1=NCCCS1,xylazine,5707
,0,,S=C(Nc1ccccc1)Nc1nccs1,1-phenyl-3-(2-thiazolyl)-2-thiourea,719408
,0,,Cc1cc(NC(=O)Nc2ccc3c(ccn3C)c2)sn1,SB 204741,3277600
,0,,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,"2-Propanol, 1-[(1,1-dimethylethyl)amino]-3-[[4-(4-morpholinyl)-1,2,5-thiadiazol-3-yl]oxy]-",5478
,0,,S=C(S)N1CCCC1,Pyrrolidine-1-carbodithioic acid,65351
,0,,S=C(S)OC1CC2CC1C1CCCC21,Tricyclo-decan-9-yl-xanthogenate (racemate),2941
,0,,O=C(O)CNC(=O)C(CS)Cc1ccccc1,THIORPHAN,3132
,0,,NCC=CC(=O)O,4-amino-2-butenoic acid,2766
,0,,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,BROMPHENIRAMINE,6834
,0,,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,149341-39-9,5619
,0,,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,chlorpheniramine,2725
,0,,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,Pamine Bromide,4120
,0,,CC(C)Cc1ccc(C(C)C(=O)O)cc1,ibuprofen,3672
,0,,CNCC(O)c1ccc(O)c(O)c1,DL-Adrenaline,838
,0,,CC(C)NCC(O)c1ccc(O)c(O)c1,isoproterenol,3779
,0,,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,sulpiride,5355
,0,,C[N+](C)(C)CCCCCC[N+](C)(C)C,hexamethonium,3604
,0,,OCC1OC(S)C(O)C(O)C1O,CHEMBL288091,175998
,0,,Brc1c(NC2=NCCN2)ccc2nccnc12,brimonidine,2435
,0,,O=c1cc(-c2ccccc2)[nH]c2nc(Cl)ccc12,286411-09-4,6105572
,0,,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,trimipramine,5584
,0,,CN1CCN(c2ccc3ccccc3n2)CC1,N-methylquipazine,5013
,0,,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,disopyramide,3114
,0,,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,26638-87-9,5155
,0,,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1)OCO3,114460-08-1,3539
,0,,CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,N-methyl-2-phenyl-N-[7-(pyrrolidin-1-yl)-1-oxaspiro[4.5]decan-8-yl]acetamide,4656409
,0,,NC1CONC1=O,DL-Cycloserine,401
,0,,C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,protoporphyrin IX,4971
,0,,CS(=N)(=O)CCC(N)C(=O)O,METHIONINE SULFOXIMINE,16118
,0,,CCCCS(=N)(=O)CCC(N)C(=O)O,5072-26-4,21157
,0,,NS(=O)(=O)Cc1noc2ccccc12,zonisamide,5734
,0,,N=C1Sc2ccccc2C2=NCCCN12,72596-74-8,6603967
,0,,C#CCN(C)C(C)Cc1ccccc1,Deprenyl,5195
,0,,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4,"6,6',7-Trimethoxy-2,2'-dimethylberbaman-12-ol",10170
,0,,C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,"4-(dimethylamino)-3,5,10,12,12a-pentahydroxy-6-methylidene-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",54676011
,0,,NC1CC1c1ccccc1,2-phenylcyclopropan-1-amine,5530
,0,,NCCc1cnc[nH]1,histamine,774
,0,,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,Provitamin A; beta-Carotene,573
,0,,CC(CCCN(C)C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C,25-Azacholestane,19419440
,0,,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,Cholest-5-en-3-ol,304
,0,,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)NCCO,SCHEMBL8052707,54171584
,0,,COc1ccc(OC)c2c1CCCC2=O,1015-55-0,70546
,0,,O=C1CCCc2ccc(O)cc21,"7-hydroxy-3,4-dihydro-2H-naphthalen-1-one",571818
,0,,NC(Cc1ccccc1)C(=O)O,DL-PHENYLALANINE,994
,0,,O=C(O)C=Cc1cnc[nH]1,(E)-3-(1H-Imidazol-5-yl)-2-propenoic acid,1178
,0,,O=C(CO)CO,"1,3-dihydroxyacetone",670
,0,,O=CC(O)CO,DL-Glyceraldehyde,751
,0,,O=CC(O)C1OC(=O)C(O)C1O,"D-Galacturono-6,3-lactone",219402
,0,,CCC(=O)O,propionic acid,1032
,0,,O=CC(O)C(O)C(O)C(O)CO,25191-16-6,24749
,0,,CO,methanol,887
,0,,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,Oprea1_556099,2560
,0,,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,SCHEMBL22645243,4816
,0,,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,9-cis retinol,1071
,0,,O=C1CCC(=O)N1,SUCCINIMIDE,11439
,0,,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,flurazepam,3393
,0,,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,Betamethasone-17-valerate,578771
,0,,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,Rathyronine,861
,0,,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,Nadololum [INN-Latin],4411
,0,,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,3-Hydroxyandrost-5-en-17-one,76
,0,,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1192475-75-4,4900
,0,,NCCS,CYSTEAMINE,6058
,0,,C=CCN1CCc2c(cc(O)c(O)c2Cl)C(c2ccccc2)C1,Skf-82958,1225
,0,,Oc1cc2c(c(Cl)c1O)CCNCC2c1ccccc1,71636-61-8,1218
,0,,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,fenoldopam,3341
,0,,Cc1cccc(C2CN(C)CCc3c2cc(O)c(O)c3Cl)c1,"SKF-83,959",133538
,0,,NC(CCl)C(=O)O,3-Chloroalanine,78
,0,,C=CCN1CCc2c(cc(O)c(O)c2Br)C(c2ccccc2)C1,6-Br-Apb,5016
,0,,c1ccc(CN(Cc2ncc[nH]2)c2ccccc2)cc1,371974-08-2,6603723
,0,,NCCNC(=O)c1ccc(Cl)cc1,87235-61-8,4289
,0,,Clc1cccc(N2CCNCC2)c1,1-(3-Chlorophenyl)piperazine,1355
,0,,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,trazodone,5533
,0,,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,apraclonidine,2216
,0,,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CCCC1,Brl 52537 HCl,5244802
,0,,NC(N)=NC(N)=Nc1cccc(Cl)c1,m-Chlorophenylbiguanide,1354
,0,,NCCNS(=O)(=O)c1cccc2c(Cl)cccc12,N-(2-Aminoethyl)-5-chloronaphthalene-1-sulfonamide,1960
,0,,NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,N-(6-AMINOHEXYL)-5-CHLORO-1-NAPHTHALENESULFONAMIDE,5681
,0,,O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1,ML-9 free base,4217
,0,,c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,"1'-benzyl-3,4-dihydro-2H-spiro[naphthalene-1,4'-piperidine]",125328
,0,,NCCCNCCCCNCCCN,spermine,1103
,0,,NCCC1CCCC(CCN)N1,143999-55-7,4025
,0,,Ic1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,158985-08-1,6603897
,0,,Clc1cc(I)cc(Cl)c1NC1=NCCN1,p-Iodoclonidine,4656
,0,,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,citalopram,2771
,0,,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Vanoxerine,3455
,0,,Fc1ccc(C(OCCCc2cnc[nH]2)c2ccc(F)cc2)cc1,182069-10-9,6603881
,0,,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,(Z)-Flunarizine,3378
,0,,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,spiperone,5265
,0,,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,Trifluperidol,5567
,0,,Cl.NCC(O)c1cc(O)c(O)cc1F,6-Fluoronorepinephrine hydrochloride,11957479
,0,,Cl.NCCCC(N)(C(=O)O)C(F)F,EFLORNITHINE HYDROCHLORIDE,57004
,0,,Cl.O=C(OC1CCN(CCCl)CC1)C(c1ccccc1)c1ccccc1,4-Diphenylacetoxy-N-(2-chloroethyl)piperidine hydrochloride,11417991
,0,,O.O=P1(N(CCCl)CCCl)NCCCO1,Cyclophosphamide monohydrate,22420
,0,,Cl.NC1CCN(c2cccc(Cl)n2)CC1,1-(6-chloro-2-pyridinyl)-4-piperidinamine hydrochloride,131746
,0,,Cl.NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,"Pyrazinecarboxamide, 3,5-diamino-N-(aminoiminomethyl)-6-chloro-, monohydrochloride",16230
,0,,Cl.NC(=NCc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N,Benzamil hydrochloride,5702295
,0,,Cl.Clc1cccc(Cl)c1NC1=NCCN1,CLONIDINE HYDROCHLORIDE,20179
,0,,Cl.Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,L-745870 hydrochloride,11957618
,0,,Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,Clemizole hydrochloride,5309446
,0,,Cl.Nc1ccc(-c2ccc3ccccc3n2)cc1,2-(4-aminophenyl)quinoline hydrochloride,16219029
,0,,Br.COC(=O)C1=CCCN(C)C1,Arecoline hydrobromide,9301
,0,,Br.CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,DL-Homatropine hydrobromide,5821
,0,,Cl.NCC#Cc1ccccc1,3-phenylprop-2-yn-1-amine hydrochloride,11957674
,0,,Cl.Cl.N=C(N)c1ccc(N)cc1,4-Aminobenzamidine dihydrochloride,75626
,0,,Cl.NC12CC3CC(CC(C3)C1)C2,Amantadine hydrochloride,64150
,0,,Cl.NN=C(N)N,Aminoguanidine hydrochloride,2734687
,0,,Cl.N=C(N)c1ccccc1,Benzamidine hydrochloride,80289
,0,,Cl.Cl.Cn1cnc(CCN)c1,1-Methylhistamine dihydrochloride,11957601
,0,,Cl.c1ccc2c(CC3=NCCN3)cccc2c1,NAPHAZOLINE HYDROCHLORIDE,11079
,0,,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,Tetrahydrozoline hydrochloride,10648
,0,,O=C(O)CCC(=O)O.c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,cibenzoline succinate,57952
,0,,Cl.c1ccc2c(N3CCNCC3)cccc2c1,1-(1-Naphthyl)piperazine hydrochloride,2737391
,0,,O.c1cnc2c(c1)ccc1cccnc12,5144-89-8,21226
,0,,Cl.c1ccc2nc(C3=NCCN3)ccc2c1,BU 224 hydrochloride,11957470
,0,,Cl.NCC(O)C1CCCCCCC1,2-Cyclooctyl-2-hydroxyethylamine hydrochloride,11957507
,0,,Cl.O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,NNC 711,123738
,0,,Cl.NOCC(=O)O.NOCC(=O)O,2921-14-4,2723609
,0,,Cl.c1ccc(C2CC2)c(OCC2=NCCN2)c1,Cirazoline hydrochloride,11957512
,0,,Br.COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,NAN-190 hydrobromide,107966
,0,,Br.COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1,Gabazine,107895
,0,,Br.COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3.O,"Dextromethorphan, hydrobromide",517291
,0,,Cl.Cl.c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,GBR 12935 dihydrochloride,11957553
,0,,Br.C#CCOC(=O)C1=CCCN(C)C1,Arecaidine propargyl ester hydrobromide,189406
,0,,Br.CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,Scopolamine-d3 Hydrobromide,517999
,0,,CC1CCCC=CC2CC(O)CC2(O)CC=CC(=O)O1,PD034445,73153241
,0,,Cl.NCC1OC(C23CC4CC(CC(C4)C2)C3)Cc2c1ccc(O)c2O,145307-34-2,16069211
,0,,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,Buspirone hydrochloride,36431
,0,,O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C1CCCN1CC#CCN1CCCC1.O=C1CCCN1CC#CCN1CCCC1,but-2-enedioic acid;1-(4-pyrrolidin-1-ylbut-2-ynyl)pyrrolidin-2-one,87076
,0,,Cl.NNC(N)=O,SEMICARBAZIDE HYDROCHLORIDE,11236
,0,,Cl.Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,SB 206553 hydrochloride,11957707
,0,,Cl.Cn1ccc2cc(NC(=O)Nc3cccnc3)ccc21,SB 200646 hydrochloride,5311422
,0,,Cl.Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,6beta-Nalbuphine Hydrochloride,21931827
,0,,Cl.N=c1ccn2c(n1)OC1C(O)C(CO)OC12,ANCITABINE HYDROCHLORIDE,16757841
,0,,Cl.O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,NALTREXONE-HCl,21863274
,0,,Cl.Oc1ccc2c3c1OC1c4[nH]c5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314,"22-(Cyclopropylmethyl)-14-oxa-11,22-diazaheptacyclo[13.9.1.01,13.02,21.04,12.05,10.019,25]pentacosa-4(12),5,7,9,15,17,19(25)-heptaene-2,16-diol;hydrochloride",16219715
,0,,Br.NCc1cc(=O)[nH]o1,Muscimol hydrobromide,205536
,0,,Cl.O=c1[nH]oc2c1CCNC2,GABOXADOL HYDROCHLORIDE,5702253
,0,,Cl.O=C(OCCN1CCOCC1)C1(c2ccccc2)CCCCC1,PRE-084 Hydrochloride,11314197
,0,,Br.COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1,MLS002320765,23446092
,0,,O=C(O)C=CC(=O)O.c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,SCHEMBL1320658,57347673
,0,,Cl.c1ccc2c(c1)OCC(C1=NCCN1)O2,IDAZOXAN HYDROCHLORIDE,154494
,0,,Cl.O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,Fenspiride hydrochloride,68626
,0,,Cl.N=c1c[n+](N2CCOCC2)[n-]o1,3-Morpholinosydnonimine hydrochloride,9859122
,0,,Cl.Cl.Oc1ccc2c3c1OC1c4[nH]c5c(c4CC4(O)C(C2)N(CC2CC2)CCC314)CC1(O)C2Cc3ccc(O)c4c3C1(CCN2CC1CC1)C5O4,"11,33-Bis(cyclopropylmethyl)-19,25-dioxa-11,22,33-triazaundecacyclo[24.9.1.18,14.01,24.02,32.04,23.05,21.07,12.08,20.030,36.018,37]heptatriaconta-4(23),5(21),14(37),15,17,26,28,30(36)-octaene-2,7,17,27-tetrol;dihydrochloride",44134576
,0,,C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21,"4,8-Dimethyl-12-methylidene-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-en-13-one",4692
,0,,Cl.Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,Cylocide,5351180
,0,,CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,IVERMECTIN,4330618
,0,,Cl.O=C(O)C1=CCNCC1,"1,2,3,6-Tetrahydro-4-pyridinecarboxylic acid hydrochloride",155107
,0,,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,Trihexyphenidyl hydrochloride,66007
,0,,Cl.NCCCCC(=O)O,5-Aminovaleric acid hydrochloride,69398
,0,,Cl.O=C(O)Cc1cnc[nH]1,3251-69-2,145685
,0,,Br.C=CCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,NCGC00093832-01,24867499
,0,,Cl.NC1(C(=O)O)CCCCC1,39692-17-6,2724466
,0,,Cl.NC1(C(=O)O)CC1,68781-13-5,11957445
,0,,Cl.O=C(O)C1=CCCNC1,"1,2,5,6-tetrahydropyridine-3-carboxylic acid hydrochloride",11957555
,0,,Cl.NC1C=CC=C(C(=O)O)C1,59556-17-1,198382
,0,,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,Ketorolac tromethamine,84003
,0,,Cl.O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,85375-15-1,6917797
,0,,Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,BENSERAZIDE HYDROCHLORIDE,26964
,0,,Br.CN1CCc2cc(O)cc3c2C1Cc1ccc(O)c(O)c1-3,SCHEMBL4923286,24867502
,0,,Br.CCCN1CCc2cc(O)cc3c2C1Cc1ccc(O)c(O)c1-3,"2,10,11-Trihydroxy-N-n-propylnoraporphine",173603
,0,,Br.CCCN(CCC)C1CCc2cccc(O)c2C1,76135-31-4,6917794
,0,,Cl.NCC(O)c1ccc(O)cc1,dl-Octopamine hydrochloride,102484
,0,,Cl.Oc1cc2c(cc1O)C1c3ccccc3CNC1CC2,DAR-0100 (hydrochloride),66743628
,0,,Br.NC1CCc2cc(O)c(O)cc2C1,"6,7-ADTN hydrobromide",11957526
,0,,Br.CCCN(CCC)C1CCc2ccc(O)cc2C1,159795-63-8,11957566
,0,,Br.CN1CCc2cc(O)c(O)cc2C(c2ccccc2)C1,62717-63-9,173870
,0,,Cl.NCCc1c[nH]c2ccc(O)cc12,Serotonin hydrochloride,160436
,0,,Br.CCCN1CCC2c3cc(O)ccc3CCC21,SCHEMBL626695,66749465
,0,,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,Phentolamine mesylate,91430
,0,,Br.CCCN(CCC)CCc1ccc(O)c(O)c1,Dipropyldopamine hydrobromide,11957536
,0,,Cl.NCCc1ccc(O)c(O)c1,Dopamine hydrochloride,65340
,0,,Cl.Cl.NNCc1cccc(O)c1,81012-99-9,2724402
