PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Download_URL,Download_Status,PDF_Filename,Error_Message
39826849,Apigenin enhancing oxidative resistance and proteostasis to extend lifespan via PTEN-mediated AKT signalling pathway,"Sun Z, Li L, Zhang L.",Biochim Biophys Acta Mol Basis Dis. 2025 Mar;1871(3):167670. doi: 10.1016/j.bbadis.2025.167670. Epub 2025 Jan 16.,Sun Z,Biochim Biophys Acta Mol Basis Dis,2025,2025/1/18,,,10.1016/j.bbadis.2025.167670,,Failed,,No download link found: 10.1016/j.bbadis.2025.167670
35834112,Administration of krill oil extends lifespan of fish Nothobranchius guentheri via enhancement of antioxidant system and suppression of NF-κB pathway,"Song L, Leng K, Xiao K, Zhang S.",Fish Physiol Biochem. 2022 Aug;48(4):1057-1073. doi: 10.1007/s10695-022-01102-3. Epub 2022 Jul 14.,Song L,Fish Physiol Biochem,2022,2022/7/14,,,10.1007/s10695-022-01102-3,,Failed,,No download link found: 10.1007/s10695-022-01102-3
35795238,Studies on the Regulation and Molecular Mechanism of Panax Ginseng Saponins on Senescence and Related Behaviors of Drosophila melanogaster,"Zhao Q, Liu Y, Zhang S, Zhao Y, Wang C, Li K, Jin Z, Qiao J, Liu M.",Front Aging Neurosci. 2022 Jun 17;14:870326. doi: 10.3389/fnagi.2022.870326. eCollection 2022.,Zhao Q,Front Aging Neurosci,2022,2022/7/7,PMC9252430,,10.3389/fnagi.2022.870326,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/30/0f/PMC9252430.tar.gz,Match Found,,
24404334,"The Longevity Properties of 1,2,3,4,6-Penta-O-Galloyl-β-D-Glucose from Curcuma longa in Caenorhabditis elegans","Ahn D, Cha DS, Lee EB, Kim BJ, Lee SY, Jeon H, Ahn MS, Lim HW, Lee HY, Kim DK.",Biomol Ther (Seoul). 2013 Nov;21(6):442-6. doi: 10.4062/biomolther.2013.073.,Ahn D,Biomol Ther (Seoul),2013,2014/1/10,PMC3879915,,10.4062/biomolther.2013.073,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/2d/ee/PMC3879915.tar.gz,Match Found,,
23600385,Influence of resveratrol on oxidative stress resistance and life span in Caenorhabditis elegans,"Chen W, Rezaizadehnajafi L, Wink M.",J Pharm Pharmacol. 2013 May;65(5):682-8. doi: 10.1111/jphp.12023. Epub 2013 Jan 31.,Chen W,J Pharm Pharmacol,2013,2013/4/23,,,10.1111/jphp.12023,,Success,PMID23600385.pdf,
39872740,The natural product rotundic acid treats both aging and obesity by inhibiting PTP1B,"Zhu J, An Y, Wang X, Huang L, Kong W, Gao M, Wang J, Sun X, Zhu S, Xie Z.",Life Med. 2022 Oct 26;1(3):372-386. doi: 10.1093/lifemedi/lnac044. eCollection 2022 Dec.,Zhu J,Life Med,2022,2025/1/28,PMC11749463,,10.1093/lifemedi/lnac044,,Failed,,No download link found: 10.1093/lifemedi/lnac044
21858156,Lifespan-extending effects of royal jelly and its related substances on the nematode Caenorhabditis elegans,"Honda Y, Fujita Y, Maruyama H, Araki Y, Ichihara K, Sato A, Kojima T, Tanaka M, Nozawa Y, Ito M, Honda S.",PLoS One. 2011;6(8):e23527. doi: 10.1371/journal.pone.0023527. Epub 2011 Aug 9.,Honda Y,PLoS One,2011,2011/8/23,PMC3153499,,10.1371/journal.pone.0023527,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/e5/99/PMC3153499.tar.gz,Match Found,,
35726384,Aqueous Extract from Astragalus membranaceus Can Improve the Function Degradation and Delay Aging on Drosophila melanogaster Through Antioxidant Mechanism,"Zhang J, Qiao Y, Li D, Hao S, Zhang F, Zhang X, Li A, Qin X.",Rejuvenation Res. 2022 Aug;25(4):181-190. doi: 10.1089/rej.2021.0081. Epub 2022 Jul 25.,Zhang J,Rejuvenation Res,2022,2022/6/21,,,10.1089/rej.2021.0081,,Failed,,No download link found: 10.1089/rej.2021.0081
38695248,Astaxanthin attenuates UV-irradiation aging process via activating JNK-1/DAF-16 in Caenorhabditis elegans,"Lin X, Shao CS, Elsherbiny SM, Huang Q.",Photochem Photobiol. 2025 Jan-Feb;101(1):133-146. doi: 10.1111/php.13958. Epub 2024 May 2.,Lin X,Photochem Photobiol,2025,2024/5/2,,,10.1111/php.13958,,Failed,,No download link found: 10.1111/php.13958
34493691,Calorie intake rather than food quantity consumed is the key factor for the anti-aging effect of calorie restriction,"Liang Y, Gao Y, Hua R, Lu M, Chen H, Wang Z, Li L, Hu K, Yin Y, Xu K, Gao H, Liu Q, Qiu Y, Wang Z.",Aging (Albany NY). 2021 Sep 7;13(17):21526-21546. doi: 10.18632/aging.203493. Epub 2021 Sep 7.,Liang Y,Aging (Albany NY),2021,2021/9/8,PMC8457579,,10.18632/aging.203493,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/82/aa/PMC8457579.tar.gz,Match Found,,
36226991,Responses of bitter melon saponins to oxidative stress and aging via the IIS pathway linked with sir-2.1 and hlh-30,"Zhang J, He L, Wang A, Wu B, Zhang P, Zhu Y, Jiang Y, Bai J, Xiao X.",J Food Biochem. 2022 Dec;46(12):e14456. doi: 10.1111/jfbc.14456. Epub 2022 Oct 13.,Zhang J,J Food Biochem,2022,2022/10/13,,,10.1111/jfbc.14456,,Failed,,No download link found: 10.1111/jfbc.14456
31286949,Leaf extract of Caesalpinia mimosoides enhances oxidative stress resistance and prolongs lifespan in Caenorhabditis elegans,"Rangsinth P, Prasansuklab A, Duangjan C, Gu X, Meemon K, Wink M, Tencomnao T.",BMC Complement Altern Med. 2019 Jul 8;19(1):164. doi: 10.1186/s12906-019-2578-5.,Rangsinth P,BMC Complement Altern Med,2019,2019/7/10,PMC6615182,,10.1186/s12906-019-2578-5,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/bb/f0/PMC6615182.tar.gz,Match Found,,
30783116,"The flavonoid 4,4'-dimethoxychalcone promotes autophagy-dependent longevity across species","Carmona-Gutierrez D, Zimmermann A, Kainz K, Pietrocola F, Chen G, Maglioni S, Schiavi A, Nah J, Mertel S, Beuschel CB, Castoldi F, Sica V, Trausinger G, Raml R, Sommer C, Schroeder S, Hofer SJ, Bauer MA, Pendl T, Tadic J, Dammbrueck C, Hu Z, Ruckenstuhl C, Eisenberg T, Durand S, Bossut N, Aprahamian F, Abdellatif M, Sedej S, Enot DP, Wolinski H, Dengjel J, Kepp O, Magnes C, Sinner F, Pieber TR, Sadoshima J, Ventura N, Sigrist SJ, Kroemer G, Madeo F.",Nat Commun. 2019 Feb 19;10(1):651. doi: 10.1038/s41467-019-08555-w.,Carmona-Gutierrez D,Nat Commun,2019,2019/2/21,PMC6381180,,10.1038/s41467-019-08555-w,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/69/5d/PMC6381180.tar.gz,Match Found,,
30320257,Synthetic Enzymology and the Fountain of Youth: Repurposing Biology for Longevity,"Lim YP, Go MK, Raida M, Inoue T, Wenk MR, Keasling JD, Chang MW, Yew WS.",ACS Omega. 2018 Sep 30;3(9):11050-11061. doi: 10.1021/acsomega.8b01620. Epub 2018 Sep 12.,Lim YP,ACS Omega,2018,2018/10/16,PMC6173508,,10.1021/acsomega.8b01620,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/4e/2b/PMC6173508.tar.gz,Match Found,,
32577164,Discovery of fifteen new geroprotective plant extracts and identification of cellular processes they affect to prolong the chronological lifespan of budding yeast,"Dakik P, Rodriguez MEL, Junio JAB, Mitrofanova D, Medkour Y, Tafakori T, Taifour T, Lutchman V, Samson E, Arlia-Ciommo A, Rukundo B, Simard É, Titorenko VI.",Oncotarget. 2020 Jun 9;11(23):2182-2203. doi: 10.18632/oncotarget.27615. eCollection 2020 Jun 9.,Dakik P,Oncotarget,2020,2020/6/25,PMC7289529,,10.18632/oncotarget.27615,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/5f/91/PMC7289529.tar.gz,Match Found,,
38100161,SKN-1/NRF2 upregulation by vitamin A is conserved from nematodes to mammals and is critical for lifespan extension in Caenorhabditis elegans,"Sirakawin C, Lin D, Zhou Z, Wang X, Kelleher R, Huang S, Long W, Pires-daSilva A, Liu Y, Wang J, Vinnikov IA.",Aging Cell. 2024 Mar;23(3):e14064. doi: 10.1111/acel.14064. Epub 2023 Dec 15.,Sirakawin C,Aging Cell,2024,2023/12/15,PMC10928581,,10.1111/acel.14064,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/63/cd/PMC10928581.tar.gz,Match Found,,
24304470,The GATA transcription factor/MTA-1 homolog egr-1 promotes longevity and stress resistance in Caenorhabditis elegans,"Zimmerman SM, Kim SK.",Aging Cell. 2014 Apr;13(2):329-39. doi: 10.1111/acel.12179. Epub 2013 Dec 6.,Zimmerman SM,Aging Cell,2014,2013/12/6,PMC4331783,,10.1111/acel.12179,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/34/e0/PMC4331783.tar.gz,Match Found,,
30408770,"Overexpression of CBS and CSE genes affects lifespan, stress resistance and locomotor activity in Drosophila melanogaster","Shaposhnikov M, Proshkina E, Koval L, Zemskaya N, Zhavoronkov A, Moskalev A.",Aging (Albany NY). 2018 Nov 8;10(11):3260-3272. doi: 10.18632/aging.101630.,Shaposhnikov M,Aging (Albany NY),2018,2018/11/9,PMC6286861,,10.18632/aging.101630,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/52/b7/PMC6286861.tar.gz,Match Found,,
32677024,"5'-Hydroxy-6, 7, 8, 3', 4'-pentamethoxyflavone extends longevity mediated by DR-induced autophagy and oxidative stress resistance in C. elegans","Trivedi S, Pandey R.",Geroscience. 2021 Apr;43(2):759-772. doi: 10.1007/s11357-020-00229-6. Epub 2020 Jul 17.,Trivedi S,Geroscience,2021,2020/7/18,PMC8110683,,10.1007/s11357-020-00229-6,,Success,PMID32677024.pdf,
29329306,Lifespan extension without fertility reduction following dietary addition of the autophagy activator Torin1 in Drosophila melanogaster,"Mason JS, Wileman T, Chapman T.",PLoS One. 2018 Jan 12;13(1):e0190105. doi: 10.1371/journal.pone.0190105. eCollection 2018.,Mason JS,PLoS One,2018,2018/1/13,PMC5766080,,10.1371/journal.pone.0190105,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/a0/ac/PMC5766080.tar.gz,Match Found,,
39857369,Transcriptomic Approaches to Investigate the Anti-Aging Effects of Blueberry Anthocyanins in a Caenorhabditis Elegans Aging Model,"Ding J, Liu J, Guo Q, Zhang N.",Antioxidants (Basel). 2024 Dec 30;14(1):35. doi: 10.3390/antiox14010035.,Ding J,Antioxidants (Basel),2024,2025/1/25,PMC11762529,,10.3390/antiox14010035,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/58/0e/PMC11762529.tar.gz,Match Found,,
30736484,The Foodborne Strain Lactobacillus fermentum MBC2 Triggers pept-1-Dependent Pro-Longevity Effects in Caenorhabditis elegans,"Schifano E, Zinno P, Guantario B, Roselli M, Marcoccia S, Devirgiliis C, Uccelletti D.",Microorganisms. 2019 Feb 7;7(2):45. doi: 10.3390/microorganisms7020045.,Schifano E,Microorganisms,2019,2019/2/10,PMC6406943,,10.3390/microorganisms7020045,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/b0/3c/PMC6406943.tar.gz,Match Found,,
34397058,"DAF-16 acts as the ""hub"" of astaxanthin's anti-aging mechanism to improve aging-related physiological functions in Caenorhabditis elegans","Liu X, Liu H, Chen Z, Xiao J, Cao Y.",Food Funct. 2021 Oct 4;12(19):9098-9110. doi: 10.1039/d1fo01069g.,Liu X,Food Funct,2021,2021/8/16,,,10.1039/d1fo01069g,,Failed,,No download link found: 10.1039/d1fo01069g
21334311,The thioredoxin TRX-1 regulates adult lifespan extension induced by dietary restriction in Caenorhabditis elegans,"Fierro-González JC, González-Barrios M, Miranda-Vizuete A, Swoboda P.",Biochem Biophys Res Commun. 2011 Mar 18;406(3):478-82. doi: 10.1016/j.bbrc.2011.02.079. Epub 2011 Feb 18.,Fierro-González JC,Biochem Biophys Res Commun,2011,2011/2/22,,,10.1016/j.bbrc.2011.02.079,,Success,PMID21334311.pdf,
20091754,Resveratrol and rapamycin: are they anti-aging drugs?,Kaeberlein M.,Bioessays. 2010 Feb;32(2):96-9. doi: 10.1002/bies.200900171.,Kaeberlein M,Bioessays,2010,2010/1/22,,,10.1002/bies.200900171,,Success,PMID20091754.pdf,
19043800,"Quercetin mediated lifespan extension in Caenorhabditis elegans is modulated by age-1, daf-2, sek-1 and unc-43","Pietsch K, Saul N, Menzel R, Stürzenbaum SR, Steinberg CE.",Biogerontology. 2009 Oct;10(5):565-78. doi: 10.1007/s10522-008-9199-6. Epub 2008 Nov 29.,Pietsch K,Biogerontology,2009,2008/12/2,,,10.1007/s10522-008-9199-6,,Success,PMID19043800.pdf,
34829615,Polyphenols from Blumea laciniata Extended the Lifespan and Enhanced Resistance to Stress in Caenorhabditis elegans via the Insulin Signaling Pathway,"Chen T, Luo S, Wang X, Zhou Y, Dai Y, Zhou L, Feng S, Yuan M, Ding C.",Antioxidants (Basel). 2021 Oct 30;10(11):1744. doi: 10.3390/antiox10111744.,Chen T,Antioxidants (Basel),2021,2021/11/27,PMC8614712,,10.3390/antiox10111744,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/c2/50/PMC8614712.tar.gz,Match Found,,
18821472,"The anti-aging, metabolism potential of SIRT1",Ghosh HS.,Curr Opin Investig Drugs. 2008 Oct;9(10):1095-102.,Ghosh HS,Curr Opin Investig Drugs,2008,2008/9/30,,,,,Failed,,No download link found: 18821472
38540914,"Lactiplantibacillus plantarum A72, a Strain with Antioxidant Properties, Obtained through ARTP Mutagenesis, Affects Caenorhabditis elegans Anti-Aging","Zou S, Wu Q, Li Z, Zhang S, Dong L, Chen Y, Dai Y, Ji C, Liang H, Lin X.",Foods. 2024 Mar 19;13(6):924. doi: 10.3390/foods13060924.,Zou S,Foods,2024,2024/3/28,PMC10969348,,10.3390/foods13060924,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/66/99/PMC10969348.tar.gz,Match Found,,
37670345,Involvement of the Sch9/Rim15/Msn2 signaling pathway in the anti-aging activity of dendrobine from Dendrobium nobile Lindl. via modification of oxidative stress and autophagy,"Wu E, Lian Y, Zhao S, Li Y, Xiang L, Qi J.",Chin Med. 2023 Sep 5;18(1):111. doi: 10.1186/s13020-023-00827-4.,Wu E,Chin Med,2023,2023/9/5,PMC10481559,,10.1186/s13020-023-00827-4,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/4e/cc/PMC10481559.tar.gz,Match Found,,
27507054,GDF11 administration does not extend lifespan in a mouse model of premature aging,"Freitas-Rodríguez S, Rodríguez F, Folgueras AR.",Oncotarget. 2016 Aug 30;7(35):55951-55956. doi: 10.18632/oncotarget.11096.,Freitas-Rodríguez S,Oncotarget,2016,2016/8/11,PMC5302888,,10.18632/oncotarget.11096,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/45/10/PMC5302888.tar.gz,Match Found,,
26399365,Heart-specific Rpd3 downregulation enhances cardiac function and longevity,"Kopp ZA, Hsieh JL, Li A, Wang W, Bhatt DT, Lee A, Kim SY, Fan D, Shah V, Siddiqui E, Ragam R, Park K, Ardeshna D, Park K, Wu R, Parikh H, Parikh A, Lin YR, Park Y.",Aging (Albany NY). 2015 Sep;7(9):648-63. doi: 10.18632/aging.100806.,Kopp ZA,Aging (Albany NY),2015,2015/9/25,PMC4600623,,10.18632/aging.100806,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/84/97/PMC4600623.tar.gz,Match Found,,
38041623,Lippia origanoides essential oil increases longevity and ameliorates β-amyloid peptide-induced toxicity in Caenorhabditis elegans,"Henrique Moniz AM, Xavier Junior FH, Melo Martins Silva G, Reis de Melo ACG, Silva MMCL, Paiva WS, Rocha HAO, da Costa LAMA, Melo Filho AA, Oliveira RP.",Nat Prod Res. 2025 Feb;39(4):695-703. doi: 10.1080/14786419.2023.2287183. Epub 2023 Dec 2.,Henrique Moniz AM,Nat Prod Res,2025,2023/12/2,,,10.1080/14786419.2023.2287183,,Failed,,No download link found: 10.1080/14786419.2023.2287183
28849357,Curcumin-supplemented diets improve antioxidant enzymes and alter acetylcholinesterase genes expression level in Drosophila melanogaster model,"Akinyemi AJ, Oboh G, Ogunsuyi O, Abolaji AO, Udofia A.",Metab Brain Dis. 2018 Apr;33(2):369-375. doi: 10.1007/s11011-017-0100-7. Epub 2017 Aug 28.,Akinyemi AJ,Metab Brain Dis,2018,2017/8/30,,,10.1007/s11011-017-0100-7,,Success,PMID28849357.pdf,
32578648,Combination of apple peel and blueberry extracts synergistically induced lifespan extension via DAF-16 in Caenorhabditis elegans,"Song B, Wang H, Xia W, Zheng B, Li T, Liu RH.",Food Funct. 2020 Jul 22;11(7):6170-6185. doi: 10.1039/d0fo00718h.,Song B,Food Funct,2020,2020/6/25,,,10.1039/d0fo00718h,,Success,PMID32578648.pdf,
25324932,Acanthopanax sessiliflorus stem confers increased resistance to environmental stresses and lifespan extension in Caenorhabditis elegans,"Park JK, Kim CK, Gong SK, Yu AR, Lee MY, Park SK.",Nutr Res Pract. 2014 Oct;8(5):526-32. doi: 10.4162/nrp.2014.8.5.526. Epub 2014 Sep 25.,Park JK,Nutr Res Pract,2014,2014/10/18,PMC4198965,,10.4162/nrp.2014.8.5.526,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/c8/ae/PMC4198965.tar.gz,Match Found,,
40094275,Polyphenol extracts from rambutan peel promote longevity via the attenuation of the Toll/Imd pathway,"Huang JC, Pan XK, Li SC, Zeng WH, Zhong YJ, Pan HY, Zhuang YL.",Food Funct. 2025 Mar 31;16(7):2793-2807. doi: 10.1039/d4fo06353h.,Huang JC,Food Funct,2025,2025/3/17,,,10.1039/d4fo06353h,,Failed,,No download link found: 10.1039/d4fo06353h
34101322,Korean mistletoe (Viscum album var. coloratum) extends the lifespan via FOXO activation induced by dSir2 in Drosophila melanogaster,"Lee SH, Lee HY, Min KJ.",Geriatr Gerontol Int. 2021 Aug;21(8):725-731. doi: 10.1111/ggi.14204. Epub 2021 Jun 7.,Lee SH,Geriatr Gerontol Int,2021,2021/6/8,,,10.1111/ggi.14204,,Success,PMID34101322.pdf,
21839827,Increased life span from overexpression of superoxide dismutase in Caenorhabditis elegans is not caused by decreased oxidative damage,"Cabreiro F, Ackerman D, Doonan R, Araiz C, Back P, Papp D, Braeckman BP, Gems D.",Free Radic Biol Med. 2011 Oct 15;51(8):1575-82. doi: 10.1016/j.freeradbiomed.2011.07.020. Epub 2011 Jul 31.,Cabreiro F,Free Radic Biol Med,2011,2011/8/16,PMC3202636,,10.1016/j.freeradbiomed.2011.07.020,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/5c/ca/PMC3202636.tar.gz,Match Found,,
19041712,On the enigma of carnosine's anti-ageing actions,Hipkiss AR.,Exp Gerontol. 2009 Apr;44(4):237-42. doi: 10.1016/j.exger.2008.11.001. Epub 2008 Nov 11.,Hipkiss AR,Exp Gerontol,2009,2008/12/2,,,10.1016/j.exger.2008.11.001,,Success,PMID19041712.pdf,
25979236,An automated phenotype-based microscopy screen to identify pro-longevity interventions acting through mitochondria in C. elegans,"Maglioni S, Arsalan N, Franchi L, Hurd A, Opipari AW, Glick GD, Ventura N.",Biochim Biophys Acta. 2015 Nov;1847(11):1469-78. doi: 10.1016/j.bbabio.2015.05.004. Epub 2015 May 12.,Maglioni S,Biochim Biophys Acta,2015,2015/5/17,,,10.1016/j.bbabio.2015.05.004,,Success,PMID25979236.pdf,
20017609,Pharmacological inhibition of phosphoinositide 3 and TOR kinases improves survival of Drosophila melanogaster,"Moskalev AA, Shaposhnikov MV.",Rejuvenation Res. 2010 Apr-Jun;13(2-3):246-7. doi: 10.1089/rej.2009.0903.,Moskalev AA,Rejuvenation Res,2010,2009/12/19,,,10.1089/rej.2009.0903,,Success,PMID20017609.pdf,
18674586,Endocrine function in naturally long-living small mammals,"Buffenstein R, Pinto M.",Mol Cell Endocrinol. 2009 Feb 5;299(1):101-11. doi: 10.1016/j.mce.2008.04.021. Epub 2008 Jul 15.,Buffenstein R,Mol Cell Endocrinol,2009,2008/8/5,PMC4399555,NIHMS96276,10.1016/j.mce.2008.04.021,,Success,PMID18674586.pdf,
33935768,"Trilobatin, a Component from Lithocarpus polystachyrus Rehd., Increases Longevity in C. elegans Through Activating SKN1/SIRT3/DAF16 Signaling Pathway","Li N, Li X, Shi YL, Gao JM, He YQ, Li F, Shi JS, Gong QH.",Front Pharmacol. 2021 Apr 15;12:655045. doi: 10.3389/fphar.2021.655045. eCollection 2021.,Li N,Front Pharmacol,2021,2021/5/3,PMC8082181,,10.3389/fphar.2021.655045,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/e6/95/PMC8082181.tar.gz,Match Found,,
31757933,Rotating magnetic field delays human umbilical vein endothelial cell aging and prolongs the lifespan of Caenorhabditis elegans,"Xu J, Liu K, Chen T, Zhan T, Ouyang Z, Wang Y, Liu W, Zhang X, Sun Y, Xu G, Wang X.",Aging (Albany NY). 2019 Nov 22;11(22):10385-10408. doi: 10.18632/aging.102466. Epub 2019 Nov 22.,Xu J,Aging (Albany NY),2019,2019/11/24,PMC6914427,,10.18632/aging.102466,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/9e/11/PMC6914427.tar.gz,Match Found,,
24340038,UV-photoconversion of ethosuximide from a longevity-promoting compound to a potent toxin,"Choi H, Schneider H, Klum S, Chandler-Brown D, Kaeberlein M, Shamieh L.",PLoS One. 2013 Dec 10;8(12):e82543. doi: 10.1371/journal.pone.0082543. eCollection 2013.,Choi H,PLoS One,2013,2013/12/17,PMC3858337,,10.1371/journal.pone.0082543,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/35/16/PMC3858337.tar.gz,Match Found,,
17990971,Rhodiola: a promising anti-aging Chinese herb,"Jafari M, Felgner JS, Bussel II, Hutchili T, Khodayari B, Rose MR, Vince-Cruz C, Mueller LD.",Rejuvenation Res. 2007 Dec;10(4):587-602. doi: 10.1089/rej.2007.0560.,Jafari M,Rejuvenation Res,2007,2007/11/10,,,10.1089/rej.2007.0560,,Success,PMID17990971.pdf,
25106655,Extension of Saccharomyces paradoxus chronological lifespan by retrotransposons in certain media conditions is associated with changes in reactive oxygen species,"VanHoute D, Maxwell PH.",Genetics. 2014 Oct;198(2):531-45. doi: 10.1534/genetics.114.168799. Epub 2014 Aug 7.,VanHoute D,Genetics,2014,2014/8/10,PMC4196611,,10.1534/genetics.114.168799,,Success,PMID25106655.pdf,
40447648,Transcriptomic analysis reveals molecular mechanism by which Chinese olive fruit prolongs lifespan of Caenorhabditis elegans,"Miao Y, Xu Y, Gao J, Ai X, Duan R, Li R.",NPJ Sci Food. 2025 May 30;9(1):90. doi: 10.1038/s41538-025-00456-1.,Miao Y,NPJ Sci Food,2025,2025/5/30,PMC12125234,,10.1038/s41538-025-00456-1,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/47/b5/PMC12125234.tar.gz,Match Found,,
28196094,Innate immunity mediated longevity and longevity induced by germ cell removal converge on the C-type lectin domain protein IRG-7,"Yunger E, Safra M, Levi-Ferber M, Haviv-Chesner A, Henis-Korenblit S.",PLoS Genet. 2017 Feb 14;13(2):e1006577. doi: 10.1371/journal.pgen.1006577. eCollection 2017 Feb.,Yunger E,PLoS Genet,2017,2017/2/15,PMC5308781,,10.1371/journal.pgen.1006577,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/2f/37/PMC5308781.tar.gz,Match Found,,
