Compound,Life_extended,CAS Number,SMILES,PubChem_Name,PubChem_CID
,0,,CN(C)CCCN1c2ccccc2CCc2ccccc21,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine",3696.0
,0,,CNCCCN1c2ccccc2CCc2ccccc21,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methylpropan-1-amine",2995.0
,0,,NNCCc1ccccc1,2-phenylethylhydrazine,3675.0
,0,,CCCN1CCCC(c2cccc(C#N)c2)C1,3-(1-propylpiperidin-3-yl)benzonitrile,5119.0
,0,,CC12NC(Cc3ccccc31)c1ccccc12,"1-methyl-16-azatetracyclo[7.6.1.02,7.010,15]hexadeca-2,4,6,10,12,14-hexaene",1207.0
,0,,C1CCc2nnnn2CC1,"6,7,8,9-tetrahydro-5H-tetrazolo[1,5-a]azepine",5917.0
,0,,Cc1cccc(C=Cc2ccccc2)n1,2-methyl-6-(2-phenylethenyl)pyridine,235382.0
,0,,Cc1cccc(C#Cc2ccccc2)n1,2-methyl-6-(2-phenylethynyl)pyridine,3025961.0
,0,,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,"6-phenylpteridine-2,4,7-triamine",5546.0
,0,,CN(C)c1nc(N(C)C)nc(N(C)C)n1,"2-N,2-N,4-N,4-N,6-N,6-N-hexamethyl-1,3,5-triazine-2,4,6-triamine",2123.0
,0,,CCCN1CCCC2Cc3nc(N)ncc3CC21,"6-propyl-5a,7,8,9,9a,10-hexahydro-5H-pyrido[2,3-g]quinazolin-2-amine",9992142.0
,0,,CC(C)Cn1cnc2c(N)nc3ccccc3c21,"1-(2-methylpropyl)imidazo[4,5-c]quinolin-4-amine",57469.0
,0,,c1ccc2nc(N3CCNCC3)ccc2c1,2-piperazin-1-ylquinoline,5011.0
,0,,Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1cccnc1N2,"8-methyl-6-(4-methylpiperazin-1-yl)-11H-pyrido[2,3-b][1,4]benzodiazepine",3802.0
,0,,CN1CCCC1c1cccnc1,3-(1-methylpyrrolidin-2-yl)pyridine,942.0
,0,,CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,"4-N-(1-benzylindazol-5-yl)-6-N,6-N-dimethylpyrido[3,4-d]pyrimidine-4,6-diamine",6603857.0
,0,,Nc1ccncc1,pyridin-4-amine,1727.0
,0,,CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C,"1-cyano-2-(3,3-dimethylbutan-2-yl)-3-pyridin-4-ylguanidine",4826.0
,0,,c1ccc(-c2ccccn2)nc1,2-pyridin-2-ylpyridine,1474.0
,0,,CN(C)CCC(c1ccccc1)c1ccccn1,"N,N-dimethyl-3-phenyl-3-pyridin-2-ylpropan-1-amine",4761.0
,0,,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,2-[1-(4-methylphenyl)-3-pyrrolidin-1-ylprop-1-enyl]pyridine,5588.0
,0,,Cn1ccnc1,1-methylimidazole,1390.0
,0,,Cc1ccccc1C=CC1=NCCN1,"2-[2-(2-methylphenyl)ethenyl]-4,5-dihydro-1H-imidazole",3508194.0
,0,,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,"2-[(4-tert-butyl-2,6-dimethylphenyl)methyl]-4,5-dihydro-1H-imidazole",5709.0
,0,,Nc1ncnc2c1ncn2C1CCCC1,9-cyclopentylpurin-6-amine,12852.0
,0,,Cn1cnc2c(NC3CCCC3)ncnc21,N-cyclopentyl-9-methylpurin-6-amine,4401.0
,0,,Nn1nnc2ccccc21,benzotriazol-1-amine,1367.0
,0,,N=C(N)N1CCc2ccccc2C1,"3,4-dihydro-1H-isoquinoline-2-carboximidamide",2966.0
,0,,CC12CC3CC(C)(C1)CC(N)(C3)C2,"3,5-dimethyladamantan-1-amine",4054.0
,0,,CN1Cc2c(N)cccc2C(c2ccccc2)C1,"2-methyl-4-phenyl-3,4-dihydro-1H-isoquinolin-8-amine",4528.0
,0,,N#CCCN,3-aminopropanenitrile,1647.0
,0,,NCCCCCCCCCCN,"decane-1,10-diamine",1317.0
,0,,CC(C[N+](C)(C)C)OC(N)=O,2-carbamoyloxypropyl(trimethyl)azanium,2370.0
,0,,CC(=O)OC(C)C[N+](C)(C)C,2-acetyloxypropyl(trimethyl)azanium,1993.0
,0,,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1N)C2,2-[(8-methyl-8-azabicyclo[3.2.1]octan-3-yl)oxy-phenylmethyl]aniline,2143.0
,0,,Cc1ccccc1C(OCCN(C)C)c1ccccc1,"N,N-dimethyl-2-[(2-methylphenyl)-phenylmethoxy]ethanamine",4601.0
,0,,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,(3-carboxy-2-hexadecanoyloxypropyl)-trimethylazanium,462.0
,0,,CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,(3-carboxy-2-octadecanoyloxypropyl)-trimethylazanium,5282.0
,0,,CNCCC(Oc1ccccc1C)c1ccccc1,N-methyl-3-(2-methylphenoxy)-3-phenylpropan-1-amine,6850813.0
,0,,CNC(=O)OCC[N+](C)(C)C,trimethyl-[2-(methylcarbamoyloxy)ethyl]azanium,4136.0
,0,,COC(=O)C(N)CCCN=C(N)N[N+](=O)[O-],methyl 2-amino-5-[[amino(nitramido)methylidene]amino]pentanoate,3864.0
,0,,COC(=O)C(NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,methyl 2-phenyl-2-[(2-phenylquinoline-4-carbonyl)amino]acetate,4529080.0
,0,,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,(8-methyl-8-propan-2-yl-8-azoniabicyclo[3.2.1]octan-3-yl) 3-hydroxy-2-phenylpropanoate,3746.0
,0,,C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,"(8,8-dimethyl-8-azoniabicyclo[3.2.1]octan-3-yl) 3-hydroxy-2-phenylpropanoate",5861.0
,0,,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,(8-methyl-8-azabicyclo[3.2.1]octan-3-yl) 3-hydroxy-2-phenylpropanoate,3661.0
,0,,C[N+]1(C)CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1,"(1,1-dimethylpiperidin-1-ium-4-yl) 2,2-diphenylacetate",1734.0
,0,,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,"2-(diethylamino)ethyl 2,2-diphenylpentanoate",4910.0
,0,,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,4-(diethylamino)but-2-ynyl 2-cyclohexyl-2-hydroxy-2-phenylacetate,4634.0
,0,,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,"2-(16-acetyloxy-3,11-dihydroxy-4,8,10,14-tetramethyl-2,3,4,5,6,7,9,11,12,13,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ylidene)-6-methylhept-5-enoic acid",3443.0
,0,,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,"[17-acetyloxy-10,13-dimethyl-2,16-bis(1-methylpiperidin-1-ium-1-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",4675.0
,0,,CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O,"[13-acetyloxy-1,6-dihydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-5-oxo-14-tetracyclo[8.5.0.02,6.011,13]pentadeca-3,8-dienyl] tetradecanoate",4792.0
,0,,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,[4-[2-(dimethylamino)ethoxy]-2-methyl-5-propan-2-ylphenyl] acetate,4260.0
,0,,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,"3-O-(2-methoxyethyl) 5-O-propan-2-yl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",4497.0
,0,,C#CCN1C(C)=C(C(=O)OC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,"5-O-ethyl 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1-prop-2-ynyl-4H-pyridine-3,5-dicarboxylate",11538542.0
,0,,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,"3-O-(2-methoxyethyl) 5-O-(3-phenylprop-2-enyl) 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",2752.0
,0,,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",4485.0
,0,,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,2-[2-(diethylamino)ethoxy]ethyl 1-phenylcyclopentane-1-carboxylate,2562.0
,0,,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,2-(diethylamino)ethyl 1-cyclohexylcyclohexane-1-carboxylate,3042.0
,0,,COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1,"methyl 4-(2-benzylbenzoyl)-2,5-dimethyl-1H-pyrrole-3-carboxylate",3423.0
,0,,C[N+]1(C)C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,"(8,8-dimethyl-8-azoniabicyclo[3.2.1]octan-3-yl) 1H-indole-3-carboxylate",11957729.0
,0,,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,(8-methyl-8-azabicyclo[3.2.1]octan-3-yl) 1H-indole-3-carboxylate,5595.0
,0,,O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,2-piperidin-1-ylethyl 1H-indole-3-carboxylate,3272300.0
,0,,CCN(CC)CCOC(=O)c1ccc(N)cc1,2-(diethylamino)ethyl 4-aminobenzoate,4914.0
,0,,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,2-(dimethylamino)ethyl 4-(butylamino)benzoate,5411.0
,0,,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,"ethyl 1-ethyl-4-(2-propan-2-ylidenehydrazinyl)pyrazolo[3,4-b]pyridine-5-carboxylate",3277.0
,0,,COC(=O)c1cc2c(cn1)[nH]c1ccccc12,"methyl 9H-pyrido[3,4-b]indole-3-carboxylate",107704.0
,0,,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,trimethyl-[2-[4-oxo-4-[2-(trimethylazaniumyl)ethoxy]butanoyl]oxyethyl]azanium,5314.0
,0,,CCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,"(2,2,6,6-tetramethylpiperidin-4-yl) heptanoate",11207937.0
,0,,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,[3-(dimethylcarbamoyloxy)phenyl]-trimethylazanium,4456.0
,0,,CNC(=O)Oc1ccc2c(c1)C1CCN(C)C1N2C,"(3,4-dimethyl-1,2,3a,8b-tetrahydropyrrolo[2,3-b]indol-7-yl) N-methylcarbamate",3910245.0
,0,,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,"N,N-dimethyl-2-(1-phenyl-1-pyridin-2-ylethoxy)ethanamine",3162.0
,0,,CC(C)Oc1cccnc1N(C)C1CCN(Cc2ccccc2)CC1,N-(1-benzylpiperidin-4-yl)-N-methyl-3-propan-2-yloxypyridin-2-amine,5615.0
,0,,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,3-benzhydryloxy-8-methyl-8-azabicyclo[3.2.1]octane,2344.0
,0,,CN(C)CCOC(c1ccccc1)c1ccccc1,"2-benzhydryloxy-N,N-dimethylethanamine",3100.0
,0,,COC1=C(OC)C(=O)c2ccccc2C1=O,"2,3-dimethoxynaphthalene-1,4-dione",3136.0
,0,,COc1cc(=O)n(C)c2c(OCC(O)C(C)(C)O)cccc12,"8-(2,3-dihydroxy-3-methylbutoxy)-4-methoxy-1-methylquinolin-2-one",2837663.0
,0,,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,"N-(1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)acetamide",2833.0
,0,,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,"5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-yl-2-(3,4,5-trimethoxyphenyl)pentanenitrile",1234.0
,0,,CCN(CC)CCCCCCCCOC(=O)c1cc(OC)c(OC)c(OC)c1,"8-(diethylamino)octyl 3,4,5-trimethoxybenzoate",5494.0
,0,,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,"3-[4-[3-(3,4,5-trimethoxybenzoyl)oxypropyl]-1,4-diazepan-1-yl]propyl 3,4,5-trimethoxybenzoate",3074.0
,0,,COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1,"methyl 2-[(2-methylpyridin-4-yl)methyl]-1-oxo-8-(pyrimidin-2-ylmethoxy)-4-(3,4,5-trimethoxyphenyl)-2,7-naphthyridine-3-carboxylate",5368.0
,0,,COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccc(OCc3ccccn3)cc2c(=O)n1-c1ccc(N)cc1,"methyl 2-(4-aminophenyl)-1-oxo-7-(pyridin-2-ylmethoxy)-4-(3,4,5-trimethoxyphenyl)isoquinoline-3-carboxylate",5369.0
,0,,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,"5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine",5578.0
,0,,COc1ccc(NC=O)c(C(=O)CCNC(C)=O)c1,N-[3-(2-formamido-5-methoxyphenyl)-3-oxopropyl]acetamide,171161.0
,0,,COc1cc(C=C(C#N)C#N)cc(O)c1O,"2-[(3,4-dihydroxy-5-methoxyphenyl)methylidene]propanedinitrile",667645.0
,0,,C=CCN1CC(C)N(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)CC1C,"4-[(2,5-dimethyl-4-prop-2-enylpiperazin-1-yl)-(3-methoxyphenyl)methyl]-N,N-diethylbenzamide",3522273.0
,0,,COc1cc(C(O)C(=O)O)ccc1O,2-hydroxy-2-(4-hydroxy-3-methoxyphenyl)acetic acid,1245.0
,0,,COc1cc(C(O)CN)ccc1O,4-(2-amino-1-hydroxyethyl)-2-methoxyphenol,1237.0
,0,,COc1cc(C(O)CO)ccc1O,"1-(4-hydroxy-3-methoxyphenyl)ethane-1,2-diol",10805.0
,0,,CCN(CC)C(=O)c1ccc(O)c(OC)c1,"N,N-diethyl-4-hydroxy-3-methoxybenzamide",9363.0
,0,,COc1cc(CC(=O)O)ccc1O,2-(4-hydroxy-3-methoxyphenyl)acetic acid,1738.0
,0,,COc1cc(CCN)ccc1O,4-(2-aminoethyl)-2-methoxyphenol,1669.0
,0,,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnonanamide,107982.0
,0,,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,N-[(4-hydroxy-3-methoxyphenyl)methyl]nonanamide,2998.0
,0,,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,"2-[3-(3,4-dimethoxyphenyl)prop-2-enoylamino]benzoic acid",5527.0
,0,,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,"2-(3,4-dimethoxyphenyl)-5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-ylpentanenitrile",2520.0
,0,,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,"1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline",4680.0
,0,,COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC,"2-(3,4-dimethoxyphenyl)-N-[2-(3,4-dimethoxyphenyl)ethyl]-N-methylethanamine",5714.0
,0,,COc1ccc(CCNCC(O)c2ccc(O)cc2)cc1OC,"4-[2-[2-(3,4-dimethoxyphenyl)ethylamino]-1-hydroxyethyl]phenol",3818.0
,0,,COc1cc(OC)c(C=C2C(=O)Nc3ccccc32)c(OC)c1,"3-[(2,4,6-trimethoxyphenyl)methylidene]-1H-indol-2-one",3674.0
,0,,COc1ccc2c(c1)C(=Cc1cnc[nH]1)C(=O)N2,3-(1H-imidazol-5-ylmethylidene)-5-methoxy-1H-indol-2-one,24906268.0
,0,,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,"2-methoxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",1573.0
,0,,CCOC(=O)c1ncn2c1C1CCCN1C(=O)c1cc(OC)ccc1-2,"ethyl 15-methoxy-12-oxo-2,4,11-triazatetracyclo[11.4.0.02,6.07,11]heptadeca-1(17),3,5,13,15-pentaene-5-carboxylate",4203080.0
,0,,COc1ccc2[nH]cc(CCN(C)C)c2c1,"2-(5-methoxy-1H-indol-3-yl)-N,N-dimethylethanamine",1832.0
,0,,COc1ccc2[nH]cc(CCN)c2c1,2-(5-methoxy-1H-indol-3-yl)ethanamine,1833.0
,0,,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,896.0
,0,,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,N-[2-(6-hydroxy-5-methoxy-1H-indol-3-yl)ethyl]acetamide,1864.0
,0,,COc1ccc2cc(C(C)C(=O)O)ccc2c1,2-(6-methoxynaphthalen-2-yl)propanoic acid,1302.0
,0,,COc1cc2c(cc1OC)C(c1ccccc1)CN(C)CC2,"7,8-dimethoxy-3-methyl-5-phenyl-1,2,4,5-tetrahydro-3-benzazepine",5024.0
,0,,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,"2-[(6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl)methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine",9426.0
,0,,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccccc1,2-(1-benzoyl-5-methoxy-2-methylindol-3-yl)acetic acid,4177957.0
,0,,CCCC(=O)NCCc1c2n(c3ccc(OC)cc13)Cc1ccccc1-2,"N-[2-(2-methoxy-6H-isoindolo[2,1-a]indol-11-yl)ethyl]butanamide",4172142.0
,0,,CCCC(=O)NCCc1c2n(c3ccc(OC)cc13)CCCc1ccccc1-2,"N-[2-(11-methoxy-6,7-dihydro-5H-indolo[2,1-a][2]benzazepin-13-yl)ethyl]butanamide",5311198.0
,0,,COc1cc2nc(N3CCN(C(=O)OCc4ccccc4)C(C(=O)NC(C)(C)C)C3)nc(N)c2cc1OC,"benzyl 4-(4-amino-6,7-dimethoxyquinazolin-2-yl)-2-(tert-butylcarbamoyl)piperazine-1-carboxylate",10098248.0
,0,,COc1ccc2c(c1)C13CCCCC1C(C2)NCC3,"4-methoxy-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene",1671.0
,0,,CCc1c(C(=O)OC)ncc2[nH]c3cc(OC)c(OC)cc3c12,"methyl 4-ethyl-6,7-dimethoxy-9H-pyrido[3,4-b]indole-3-carboxylate",104999.0
,0,,COc1ccc2[nH]c3c(c2c1)CCNC3,"6-methoxy-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole",1868.0
,0,,CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1,"5,6-dimethoxy-N,N-dipropyl-2,3-dihydro-1H-inden-2-amine",5626.0
,0,,COc1ccc2c(c1)CCC1C2CCC2(C)C(NCCCCCCN3C(=O)C=CC3=O)CCC12,"1-[6-[(3-methoxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl)amino]hexyl]pyrrole-2,5-dione",5631.0
,0,,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,"methyl 11-acetyloxy-12-ethyl-4-(17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl)-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate",3823887.0
,0,,COc1ccc(C(=O)N2CCCC2=O)cc1,1-(4-methoxybenzoyl)pyrrolidin-2-one,2196.0
,0,,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,N-[2-hydroxy-5-[1-hydroxy-2-[1-(4-methoxyphenyl)propan-2-ylamino]ethyl]phenyl]formamide,3410.0
,0,,COc1ccc(C=C(C#N)C#N)cc1,2-[(4-methoxyphenyl)methylidene]propanedinitrile,2063.0
,0,,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,"N'-[(4-methoxyphenyl)methyl]-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine",4992.0
,0,,COc1ccc(CNC(=O)C=Cc2ccc3[nH]cc(CCN(C)C)c3c2)cc1,3-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-[(4-methoxyphenyl)methyl]prop-2-enamide,173615.0
,0,,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,"4-methoxy-1-N,3-N-bis(pyridin-3-ylmethyl)benzene-1,3-dicarboxamide",4814.0
,0,,COc1ccc(CCN)cc1O,5-(2-aminoethyl)-2-methoxyphenol,1748.0
,0,,COc1ccc(OC)c(C(O)C(C)N)c1,"2-amino-1-(2,5-dimethoxyphenyl)propan-1-ol",6082.0
,0,,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,"10-methoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-11-ol",5021.0
,0,,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,"N,N'-bis[6-[(2-methoxyphenyl)methylamino]hexyl]octane-1,8-diamine",4108.0
,0,,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,N-[4-[4-(2-methoxyphenyl)piperazin-1-yl]butyl]naphthalene-2-carboxamide,3038495.0
,0,,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,"6-[3-[4-(2-methoxyphenyl)piperazin-1-yl]propylamino]-1,3-dimethylpyrimidine-2,4-dione",5639.0
,0,,COc1ccccc1N1CCN(CCCNc2c(C)c(=O)n(C)c(=O)n2C)CC1,"6-[3-[4-(2-methoxyphenyl)piperazin-1-yl]propylamino]-1,3,5-trimethylpyrimidine-2,4-dione",5640.0
,0,,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,N-[2-[4-(2-methoxyphenyl)piperazin-1-yl]ethyl]-N-pyridin-2-ylcyclohexanecarboxamide,5684.0
,0,,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,"8-[2-[4-(2-methoxyphenyl)piperazin-1-yl]ethyl]-8-azaspiro[4.5]decane-7,9-dione",2419.0
,0,,COc1ccccc1N1CCNCC1,1-(2-methoxyphenyl)piperazine,1346.0
,0,,COc1ccccc1NC(=O)Nc1nc(-c2cccnc2)nc2ccccc12,1-(2-methoxyphenyl)-3-(2-pyridin-3-ylquinazolin-4-yl)urea,4046493.0
,0,,CNCCC(Oc1ccccc1OC)c1ccccc1,3-(2-methoxyphenoxy)-N-methyl-3-phenylpropan-1-amine,4500.0
,0,,Cc1cccc(C)c1OCC(N)C(C)C,"1-(2,6-dimethylphenoxy)-3-methylbutan-2-amine",10035933.0
,0,,Cc1cccc(C)c1OCC(C)N,"1-(2,6-dimethylphenoxy)propan-2-amine",4178.0
,0,,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,"1-[(7-methyl-2,3-dihydro-1H-inden-4-yl)oxy]-3-(propan-2-ylamino)butan-2-ol",3682.0
,0,,CCc1ccccc1OCC(O)CNC1CCc2ccccc2C1,"1-(2-ethylphenoxy)-3-(1,2,3,4-tetrahydronaphthalen-2-ylamino)propan-2-ol",73153272.0
,0,,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,"N-(2,6-dimethylphenyl)-2-[4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]piperazin-1-yl]acetamide",56959.0
,0,,CC(C)(C)NCC(O)COc1cccc2[nH]c(=O)[nH]c12,"4-[3-(tert-butylamino)-2-hydroxypropoxy]-1,3-dihydrobenzimidazol-2-one",2687.0
,0,,CC(C)NCC(O)COc1cccc2[nH]ccc12,1-(1H-indol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol,4828.0
,0,,CC(C)NCC(O)COc1cccc2ccccc12,1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,4946.0
,0,,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,2249.0
,0,,COCCc1ccc(OCC(O)CNC(C)C)cc1,1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol,4171.0
,0,,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1-[4-[2-(cyclopropylmethoxy)ethyl]phenoxy]-3-(propan-2-ylamino)propan-2-ol,2369.0
,0,,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1-(propan-2-ylamino)-3-[4-(2-propan-2-yloxyethoxymethyl)phenoxy]propan-2-ol,2405.0
,0,,C=CCc1ccccc1OCC(O)CNC(C)C,1-(propan-2-ylamino)-3-(2-prop-2-enylphenoxy)propan-2-ol,2119.0
,0,,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,1-[2-[2-hydroxy-3-(propylamino)propoxy]phenyl]-3-phenylpropan-1-one,4932.0
,0,,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,4-(3-cyclopentyloxy-4-methoxyphenyl)pyrrolidin-2-one,5092.0
,0,,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O,"N-(4-cyanophenyl)-2-[4-(2,6-dioxo-1,3-dipropyl-7H-purin-8-yl)phenoxy]acetamide",6603931.0
,0,,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCN)cc3)nc2n(CCC)c1=O,"N-(2-aminoethyl)-2-[4-(2,6-dioxo-1,3-dipropyl-7H-purin-8-yl)phenoxy]acetamide",5697.0
,0,,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,N-benzyl-N-[3-(2-methylpropoxy)-2-pyrrolidin-1-ylpropyl]aniline,2351.0
